gamma_r,gamma_im,W
3.89090909090909,-4,-1.118495723378618e-05
3.909090909090909,-4,-1.153085837641765e-05
3.927272727272728,-4,-1.186109195355198e-05
3.945454545454545,-4,-1.217222477671847e-05
3.963636363636364,-4,-1.246061207228751e-05
3.981818181818181,-4,-1.272245164819037e-05
4,-4,-1.295384598303938e-05
-4,-3.981818181818181,-1.354920169490389e-05
-3.981818181818181,-3.981818181818181,-1.327733800992296e-05
-3.963636363636364,-3.981818181818181,-1.297956274732641e-05
-3.945454545454545,-3.981818181818181,-1.265994421570738e-05
-3.927272727272728,-3.981818181818181,-1.232236875845675e-05
-3.909090909090909,-3.981818181818181,-1.197048152408293e-05
-3.89090909090909,-3.981818181818181,-1.16076366105668e-05
-3.872727272727273,-3.981818181818181,-1.123685727080301e-05
-3.854545454545455,-3.981818181818181,-1.086080659171417e-05
-3.836363636363636,-3.981818181818181,-1.048176878608835e-05
-3.818181818181817,-3.981818181818181,-1.01016409709825e-05
-3.8,-3.981818181818181,-9.72193505614928e-06
-3.781818181818182,-3.981818181818181,-9.343789136445402e-06
-3.763636363636364,-3.981818181818181,-8.967987578568639e-06
-3.745454545454545,-3.981818181818181,-8.594988819109687e-06
-3.727272727272728,-3.981818181818181,-8.224959750640899e-06
-3.709090909090909,-3.981818181818181,-7.857815467799535e-06
-3.690909090909091,-3.981818181818181,-7.493263076819632e-06
-3.672727272727273,-3.981818181818181,-7.130848239734817e-06
-3.654545454545454,-3.981818181818181,-6.77000312741574e-06
-3.636363636363637,-3.981818181818181,-6.410094491864489e-06
-3.618181818181818,-3.981818181818181,-6.050470634688564e-06
-3.6,-3.981818181818181,-5.690506142259125e-06
-3.581818181818182,-3.981818181818181,-5.329643374449192e-06
-3.563636363636363,-3.981818181818181,-4.967429828712577e-06
-3.545454545454546,-3.981818181818181,-4.603550649974164e-06
-3.527272727272728,-3.981818181818181,-4.237855714542458e-06
-3.509090909090909,-3.981818181818181,-3.870380878311372e-06
-3.490909090909091,-3.981818181818181,-3.501363141499215e-06
-3.472727272727273,-3.981818181818181,-3.13124963979565e-06
-3.454545454545455,-3.981818181818181,-2.760700521282476e-06
-3.436363636363637,-3.981818181818181,-2.390585906637887e-06
-3.418181818181818,-3.981818181818181,-2.021977254290485e-06
-3.4,-3.981818181818181,-1.656133560059935e-06
-3.381818181818182,-3.981818181818181,-1.294482911146955e-06
-3.363636363636364,-3.981818181818181,-9.385999861604196e-07
-3.345454545454546,-3.981818181818181,-5.901801459245211e-07
-3.327272727272727,-3.981818181818181,-2.510107943638628e-07
-3.309090909090909,-3.981818181818181,7.705929427291479e-08
-3.290909090909091,-3.981818181818181,3.921519851705858e-07
-3.272727272727272,-3.981818181818181,6.923924475444654e-07
-3.254545454545455,-3.981818181818181,9.7594181943205e-07
-3.236363636363636,-3.981818181818181,1.241029256794378e-06
-3.218181818181818,-3.981818181818181,1.485982798685586e-06
-3.2,-3.981818181818181,1.709258534854765e-06
-3.181818181818182,-3.981818181818181,1.909467621592129e-06
-3.163636363636364,-3.981818181818181,2.085400753958577e-06
-3.145454545454545,-3.981818181818181,2.236049766123282e-06
-3.127272727272727,-3.981818181818181,2.360626094698093e-06
-3.109090909090909,-3.981818181818181,2.458575901529314e-06
-3.090909090909091,-3.981818181818181,2.529591711373324e-06
-3.072727272727272,-3.981818181818181,2.573620475357817e-06
-3.054545454545455,-3.981818181818181,2.59086802288442e-06
-3.036363636363636,-3.981818181818181,2.581799912075705e-06
-3.018181818181819,-3.981818181818181,2.547138732399229e-06
-3,-3.981818181818181,2.487857952351614e-06
-2.981818181818182,-3.981818181818181,2.405172440814231e-06
-2.963636363636364,-3.981818181818181,2.300525822953413e-06
-2.945454545454545,-3.981818181818181,2.175574860898019e-06
-2.927272727272728,-3.981818181818181,2.032171076188631e-06
-2.909090909090909,-3.981818181818181,1.872339855777629e-06
-2.890909090909091,-3.981818181818181,1.698257306174611e-06
-2.872727272727273,-3.981818181818181,1.512225141681343e-06
-2.854545454545454,-3.981818181818181,1.316643912486541e-06
-2.836363636363636,-3.981818181818181,1.11398489676917e-06
-2.818181818181818,-3.981818181818181,9.06760997640778e-07
-2.8,-3.981818181818181,6.974970005392642e-07
-2.781818181818181,-3.981818181818181,4.886995591693054e-07
-2.763636363636364,-3.981818181818181,2.828272876703335e-07
-2.745454545454545,-3.981818181818181,8.226134300642899e-08
-2.727272727272728,-3.981818181818181,-1.107231162551669e-07
-2.709090909090909,-3.981818181818181,-2.939842107521753e-07
-2.690909090909092,-3.981818181818181,-4.655389843368321e-07
-2.672727272727273,-3.981818181818181,-6.235870477360861e-07
-2.654545454545454,-3.981818181818181,-7.665318775151234e-07
-2.636363636363637,-3.981818181818181,-8.929994511252276e-07
-2.618181818181818,-3.981818181818181,-1.001853930408795e-06
-2.6,-3.981818181818181,-1.092210143506708e-06
-2.581818181818182,-3.981818181818181,-1.16344265861795e-06
-2.563636363636363,-3.981818181818181,-1.215191291708178e-06
-2.545454545454545,-3.981818181818181,-1.247362943423339e-06
-2.527272727272728,-3.981818181818181,-1.260129717200794e-06
-2.509090909090909,-3.981818181818181,-1.253923329694988e-06
-2.490909090909091,-3.981818181818181,-1.229425884879849e-06
-2.472727272727273,-3.981818181818181,-1.187557143336038e-06
-2.454545454545455,-3.981818181818181,-1.129458476625568e-06
-2.436363636363637,-3.981818181818181,-1.056473752006151e-06
-2.418181818181818,-3.981818181818181,-9.701274435730338e-07
-2.4,-3.981818181818181,-8.721003109232049e-07
-2.381818181818182,-3.981818181818181,-7.642030242055193e-07
-2.363636363636364,-3.981818181818181,-6.483481442158465e-07
-2.345454545454546,-3.981818181818181,-5.265208867172368e-07
-2.327272727272727,-3.981818181818181,-4.007491111343395e-07
-2.309090909090909,-3.981818181818181,-2.730729743696137e-07
-2.290909090909091,-3.981818181818181,-1.455146807877013e-07
-2.272727272727272,-3.981818181818181,-2.004873929529917e-08
-2.254545454545455,-3.981818181818181,1.014268919534218e-07
-2.236363636363636,-3.981818181818181,2.171184329649981e-07
-2.218181818181819,-3.981818181818181,3.253623905970336e-07
-2.2,-3.981818181818181,4.24649916326772e-07
-2.181818181818182,-3.981818181818181,5.136492473195805e-07
-2.163636363636364,-3.981818181818181,5.912261395603884e-07
-2.145454545454545,-3.981818181818181,6.564622834962904e-07
-2.127272727272727,-3.981818181818181,7.086717814901471e-07
-2.109090909090909,-3.981818181818181,7.474158626600105e-07
-2.090909090909091,-3.981818181818181,7.72516114047367e-07
-2.072727272727272,-3.981818181818181,7.840666192549694e-07
-2.054545454545455,-3.981818181818181,7.824455167148827e-07
-2.036363636363636,-3.981818181818181,7.68326621585098e-07
-2.018181818181818,-3.981818181818181,7.426918997497305e-07
-2,-3.981818181818181,7.068457409855738e-07
-1.981818181818182,-3.981818181818181,6.624321541485706e-07
-1.963636363636364,-3.981818181818181,6.11456201819576e-07
-1.945454545454545,-3.981818181818181,5.563112083853284e-07
-1.927272727272728,-3.981818181818181,4.998135157634048e-07
-1.909090909090909,-3.981818181818181,4.452468273323898e-07
-1.890909090909091,-3.981818181818181,3.96418474347685e-07
-1.872727272727273,-3.981818181818181,3.577302612417409e-07
-1.854545454545454,-3.981818181818181,3.342668965847775e-07
-1.836363636363636,-3.981818181818181,3.319053940409184e-07
-1.818181818181818,-3.981818181818181,3.574492299217499e-07
-1.8,-3.981818181818181,4.187914669649906e-07
-1.781818181818182,-3.981818181818181,5.251114921883033e-07
-1.763636363636364,-3.981818181818181,6.871104625184894e-07
-1.745454545454546,-3.981818181818181,9.172909960036e-07
-1.727272727272727,-3.981818181818181,1.230287077576231e-06
-1.709090909090909,-3.981818181818181,1.643250552565358e-06
-1.690909090909091,-3.981818181818181,2.176300943473206e-06
-1.672727272727273,-3.981818181818181,2.853045628333257e-06
-1.654545454545454,-3.981818181818181,3.70117764277729e-06
-1.636363636363636,-3.981818181818181,4.753158492316003e-06
-1.618181818181818,-3.981818181818181,6.04699336414917e-06
-1.6,-3.981818181818181,7.627105985859156e-06
-1.581818181818182,-3.981818181818181,9.545320068301306e-06
-1.563636363636363,-3.981818181818181,1.186195376840796e-05
-1.545454545454545,-3.981818181818181,1.464703289130938e-05
-1.527272727272727,-3.981818181818181,1.798162759852842e-05
-1.50909090909091,-3.981818181818181,2.195931617970603e-05
-1.49090909090909,-3.981818181818181,2.668777796210102e-05
-1.472727272727273,-3.981818181818181,3.229051566039428e-05
-1.454545454545455,-3.981818181818181,3.890870539868817e-05
-1.436363636363637,-3.981818181818181,4.670317026141588e-05
-1.418181818181818,-3.981818181818181,5.585647054963705e-05
-1.4,-3.981818181818181,6.65751009399788e-05
-1.381818181818182,-3.981818181818181,7.909178147744361e-05
